job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
Kỹ Sư /Chuyên Viên Phần Mềm Nhúng,"Software Engineer, IT - Phần mềm",1,Hà Nội,TỔNG CÔNG TY VIỄN THÔNG VIETTEL-CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,onsite,,,,3/9/2026,8/4/2026,"Vị trí này dành cho các ứng viên mới bắt đầu hoặc có kinh nghiệm hạn chế, nhằm hỗ trợ phát triển và tích hợp phần mềm nhúng cho các thiết bị IoT. Ứng viên sẽ làm việc dưới sự hướng dẫn của các chuyên gia cấp cao, tập trung vào việc học hỏi và thực hiện các nhiệm vụ cơ bản liên quan đến hệ thống nhúng và nền tảng IoT. Các nhiệm vụ chính bao gồm:
- Tham gia phân tích yêu cầu, thiết kế chức năng và module cơ bản cho hệ thống nhúng.
- Hỗ trợ nghiên cứu và phát triển driver, ứng dụng cho các tính năng sản phẩm IoT.
- Lập trình và kiểm thử chức năng theo yêu cầu thiết kế, đảm bảo chất lượng hệ thống.
- Tham gia xây dựng bài đo, phương pháp đánh giá và debug lỗi trong quá trình lập trình và kiểm thử sản phẩm.
- Thiết kế, triển khai và debug firmware nhúng cơ bản cho các nền tảng MCU dựa trên yêu cầu dự án.
- Hỗ trợ khởi động board phần cứng mới và hợp tác với đội ngũ phần cứng để xác minh thiết kế.
- Phát triển công cụ hỗ trợ sản xuất và kiểm thử đơn giản.
- Làm việc với các module giao tiếp cơ bản như Wi-Fi, GPS và LTE (ví dụ: SIMCom, Quectel).
- Tích hợp và debug các giao tiếp như UART, I2C, SPI, CAN, I2S, SAI và LCD ở mức cơ bản.
- Nghiên cứu và đề xuất giải pháp phần cứng thay thế đơn giản, đồng thời triển khai chế độ tiết kiệm năng lượng cơ bản.
- Đọc và áp dụng tài liệu kỹ thuật tiếng Anh dưới sự hướng dẫn.
- Tham gia phát triển dự án IoT từ prototype đến sản xuất hàng loạt ở vai trò hỗ trợ."
Fullstack Developer Tại Hà Nội (Lương: 10 Triệu - 14 Triệu),"Fullstack Developer, IT - Phần mềm",1,Hà Nội,Công Ty TNHH DASVISION,onsite,10000000,14000000,VND,3/16/2026,20/04/2026,"1. Mô Tả Công Việc
- Tham gia phát triển hệ thống Web Application nội bộ / SaaS / Kiosk.
- Phát triển Backend bằng Java (Spring Boot) hoặc Python (Flask/FastAPI/Django).
- Phát triển Frontend bằng VueJS hoặc ReactJS.
- Thiết kế & tích hợp RESTful API.
- Làm việc với cơ sở dữ liệu (PostgreSQL/MySQL).
- Viết tài liệu kỹ thuật cơ bản.
- Phối hợp với team DevOps để deploy lên server (Linux, Docker).
- Tham gia review code, fix bug, tối ưu performance."
Salesforce Developer,"Software Engineer, IT - Phần mềm, Điện toán đám mây (Cloud)",3,Hà Nội,Công Ty TNHH LG CNS VIỆT NAM,onsite,,,,3/11/2026,5/5/2026,"Participate in projects focused on Salesforce development, system enhancement, and innovative solution design.
Develop and implement high-quality Salesforce features using Apex, Triggers, LWC, Aura Components, and related technologies.
Configure Salesforce objects, permissions, CRMA dashboards, and reports according to business requirements.
Collaborate with cross-functional teams to analyze requirements and translate them into technical specifications.
Manage the integration between Salesforce and external systems.
Ensure code quality, scalability, and performance through best practices, testing, and documentation.
Support large-scale Salesforce org operations, including data management for environments with millions of records."
Tech Lead / Senior Software Engineer (Up To 45-60m),"Software Engineer, IT - Phần mềm, Điện toán đám mây (Cloud)",3,Hà Nội,Công ty TNHH Công Nghệ A Plus,onsite,,,,3/16/2026,15/04/2026,"STUDY4 tuyển Tech lead - Senior Software Engineer
Về STUDY4:
Nền tảng luyện thi với hơn 2.5 triệu users, tăng trưởng 50x từ 2021-2025. Địa chỉ: Số 15, ngõ 208 Giải Phóng, Hà Nội.
Tech Stack
Python/Javascript- Django/Jinja2 - Postgresgl/Redis/Celery - React Native
Công việc cụ thể:
- Phân tích, phát triển, triển khai các sản phẩm phần mềm của công ty, đảm bảo phù hợp với chiến lược và mục tiêu kinh doanh của công ty
- Thiết kế/kiến trúc hệ thống/phần mềm và cơ sở dữ liệu có khả năng mở rộng về tính năng và chịu tải
- Dẫn dắt, điều hướng quá trình phát triển phần mềm hàng ngày, bao gồm quyết định kiến trúc hệ thống, thiết kế, code review, và implementation. Đảm bảo chất lượng code, clean code, best practices
- Tối ưu hệ thống"
Backend Lead Engineer,"Backend Developer, IT - Phần mềm, Thương mại điện tử",3,Hà Nội,CÔNG TY TNHH LEVER SPHERE VIỆT NAM,onsite,50000000,70000000,VND,3/16/2026,30/03/2026,"KEY OUTCOMES: NHỮNG KẾT QUẢ CỤ THỂ CẦN ĐẠT TRONG 6 - 18 THÁNG
Làm chủ và tối ưu hóa thành công các ETL/ELT jobs và event pipelines để dữ liệu từ TikTok Shop, Shopify, Facebook đổ về hệ thống luôn chính xác và thời gian thực (Real-time).
Thiết kế và chuẩn hóa lại Schema Data tối ưu cho việc truy vấn báo cáo hiệu suất (Product performance, Ads metrics).
Dẫn dắt việc nâng cấp kiến trúc (Refactor/Microservices) giúp hệ thống chịu tải tốt hơn khi quy mô SKU và đơn hàng tăng trưởng đột biến.
Xây dựng đội ngũ backend kế thừa thông qua việc thiết lập coding guidelines và mentoring.
SUCCESS INDICATORS: CHỈ SỐ ĐO LƯỜNG THÀNH CÔNG
Data Accuracy & Integrity: Tỷ lệ sai lệch dữ liệu giữa các nền tảng tích hợp (TikTok/Shopify) và hệ thống nội bộ < 1%.
System Performance: Giảm thời gian phản hồi API và tối ưu hóa query plan cho các tập dữ liệu lớn (Heavy Data).
Time-to-Market: Tốc độ chuyển hóa từ yêu cầu kinh doanh sang giải pháp kỹ thuật thực tế mà không cần qua trung gian PM.
Engineering Quality: Tỷ lệ bug nghiêm trọng phát sinh sau release và hiệu quả của các buổi Code Review."
Lập Trình Viên Nodejs Đi Làm Ngay Tại Hà Nội,"Fullstack Developer, IT - Phần mềm",1,Hà Nội,Công ty cổ phần giải pháp MKT,onsite,30000000,30000000,VND,3/16/2026,30/03/2026,"Phát triển ứng dụng desktop trên Windows sử dụng Electron.js kết hợp Node.js và SQLite.
Thiết kế kiến trúc phần mềm desktop hiệu năng cao, tối ưu bộ nhớ, CPU và kích thước ứng dụng.
Xây dựng giao diện người dùng (UI/UX) mượt mà với React / Vue tích hợp trong Electron.
Triển khai xử lý đa luồng (Worker Threads, Child Process, Job Queue) phục vụ các tác vụ nặng và xử lý dữ liệu lớn.
Tích hợp các tính năng native: system tray, notification, auto-update, file system access, IPC.
Đóng gói, ký số và phân phối ứng dụng qua electron-builder / electron-forge.
Quản lý luồng xử lý, ngăn chặn memory leak, nâng cao độ ổn định ứng dụng.
Phối hợp với team backend và QA để đảm bảo chất lượng sản phẩm."
Power Apps Developer (HCM),"Software Engineer, IT - Phần mềm, Điện toán đám mây (Cloud)",1,Hồ Chí Minh,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,onsite,3000,3000,USD,3/16/2026,15/04/2026,"Develop Canvas Apps and Model-driven Apps on the Microsoft Power Platform.
Build and optimize Power Automate flows for business processes and API integrations.
Design and manage data using Dataverse or SharePoint Online.
Integrate systems with Microsoft 365 and Azure AD.
Design complex workflows, multi-level approval processes, and error handling for automated processes."
Lập Trình Viên Backend ( Python ),"Software Engineer, IT - Phần mềm, Thương mại điện tử, Tài chính",2,Hà Nội,CÔNG TY TNHH EAERA VIỆT NAM,onsite,600,900,USD,3/11/2026,31/05/2026,#NAME?
Kỹ Sư Front-End – Khu Vực Việt Nam (Cluega AI Quảng Cáo SaaS),Software Engineer,3,Hồ Chí Minh,CÔNG TY TNHH SONIC FUSION,onsite,26500000,55000000,VND,3/12/2026,27/03/2026,"Phụ trách phát triển và lặp lại (iteration)
toàn bộ hệ thống, sản phẩm SaaS của công ty ở cả front-end và back-end; có khả năng độc lập hoàn thành toàn bộ quy trình từ tiếp nhận yêu cầu đến triển khai L4.
Thành thạo sử dụng công cụ OpenClaw
Al để phục vụ phát triển, nâng cao hiệu suất, sinh mã (code generation), và triển khai nhanh chức năng.
Phối hợp cùng đội ngũ để hoàn thành việc xây dựng tính năng sản phẩm, xử lý sự cố, tối ưu hiệu suất và cập nhật phiên bản.
Xuất mã nguồn và tài liệu theo tiêu chuẩn dự án, đảm bảo hệ thống vận hành ổn định và hiệu quả."
Fullstack Developer / Lập Trình Viên Fullstack - Có Từ Trên 3 Năm Kinh Nghiệm Fullstack,"Fullstack Developer, IT - Phần mềm, Thương mại điện tử",3,Hà Nội,Công ty TNHH AIRCLOSET ENGINEERING,onsite,,,,3/2/2026,31/03/2026,"airCloset là công ty cung cấp dịch vụ cho thuê thời trang hàng tháng, ra mắt vào tháng 2 năm 2015.
Tính đến tháng 07/2023, airCloset đã phát triển lên hơn 1 triệu thành viên.
Bên cạnh dịch vụ cốt lõi ""airCloset"" chúng tôi còn vận hành:
""airCloset Mall"", một trung tâm cho thuê hàng tháng được nhà sản xuất phê duyệt, nơi khách hàng có thể dùng thử sản phẩm tại nhà.
""airCloset Spot Rental"" dịch vụ cho thuê trang phục cho các dịp như đám cưới và tiệc tùng.
Trong giai đoạn sắp tới, airCloset hướng tới mở rộng sang thị trường châu Á, với mục tiêu tăng trưởng nhanh và bền vững.
Bạn sẽ làm gì:
● Tham gia phát triển và bảo trì các tính năng cho hệ thống airCloset (frontend và backend)
● Làm việc với các thành viên team trong việc triển khai yêu cầu nghiệp vụ từ Product Owner
● Phát triển giao diện người dùng với React, React Native, Flutter
● Xây dựng và tối ưu API backend với Node.js
● Viết unit test và tham gia vào các hoạt động testing, quality assurance
● Debug và fix các vấn đề kỹ thuật trong codebase hiện có
● Tham gia các buổi họp trao đổi và chia sẻ kiến thức
● Viết documentation cho code và quy trình phát triển
● Học hỏi và áp dụng các best practices trong phát triển phần mềm
Môi trường phát triển:
● Backend: NodeJS, Frontend: React, React Native, Flutter
● Quản lý source-code: Github
● Quản lý dự án: Backlog
● CI: CircleCi
● Infrastructure (cơ sở hạ tầng): AWS, GCP
● Giao tiếp nội bộ: Slack"
Chuyên Gia Phát Triển Hệ Thống ( Flutter ),"Mobile Developer, IT - Phần mềm",3,Hà Nội,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MỘT THÀNH VIÊN AEON,onsite,,,,3/16/2026,16/04/2026,"Phát triển, bảo trì và tối ưu các ứng dụng mobile (iOS/Android) bằng Flutter (Dart).
Develop, maintain, and optimize mobile applications (iOS/Android) using Flutter (Dart).
Làm việc chặt chẽ với đội Backend (Spring Boot, .NET, hoặc NodeJS) để tích hợp API và xử lý logic nghiệp vụ tài chính.
Collaborate closely with Backend teams (Spring Boot, .NET, or NodeJS) to integrate APIs and implement financial business logic.
Thiết kế, hiện thực UI/UX theo Figma/XD, đảm bảo trải nghiệm người dùng hiện đại, nhất quán với brand banking.
Design and implement UI/UX based on Figma/XD ensuring a modern, consistent, and user-friendly digital banking experience.
Xây dựng và duy trì Clean Architecture, đảm bảo ứng dụng ổn định, dễ mở rộng.
Build and maintain Clean Architecture to ensure app stability and scalability.
Tham gia review code, đóng góp ý tưởng cải tiến kỹ thuật, performance và bảo mật.
Participate in code reviews and contribute ideas for improving technical quality, performance, and security.
Tích hợp các dịch vụ tài chính, thanh toán, bảo mật người dùng, định danh (KYC/eKYC), và thông báo giao dịch.
Integrate financial services, payment systems, user security, identity verification (KYC/eKYC), and transaction notifications.
Tối ưu tốc độ tải trang, hiệu năng, bộ nhớ, và tiêu thụ pin trên thiết bị.
Optimize loading speed, app performance, memory usage, and battery consumption."
Python Developer,"Software Engineer, IT - Phần mềm",3,Hà Nội,Công ty Cổ Phần Rikkeisoft,onsite,,,,3/16/2026,30/04/2026,"• Understand analysis and design documents and develop Python programs, including unit testing.
• Develop and implement new features and functionalities within existing systems.
• Produce, manage, and maintain Unit Test Result Reports.
• Collaborate effectively with cross-functional teams to ensure successful project delivery.
• Troubleshoot and debug issues related to application performance and functionality.
• Conduct code reviews and contribute to quality management for team members (Senior level).
• Participate in task scheduling and assignment based on developers’ skill levels (Senior level).
• Perform problem solving and performance tuning for data-intensive applications."
Database Developer ( SQL ),Software Engineer,2,Hà Nội,Công ty Cổ Phần Rikkeisoft,onsite,25000000,40000000,VND,3/16/2026,15/04/2026,"Develop moderately complex SQL procedures and database functions.
Handle change requests (SRs) with limited supervision.
Perform unit testing and basic debugging independently.
Maintain and refactor legacy SQL code for improved performance or readability.
Participate in internal code reviews and knowledge sharing."
Software Engineer (Fintech),"Software Engineer, IT - Phần mềm",1,Hồ Chí Minh,CÔNG TY TNHH CASSO,onsite,14000000,20000000,VND,3/16/2026,15/04/2026,"Phát triển hệ thống nội bộ: Xây dựng và phát triển các phần mềm phục vụ vận hành cho các phòng ban
Tự động hóa & Tối ưu: Nghiên cứu và xây dựng các giải pháp Automation, Workflow và Dashboard để tối ưu hóa quy trình nghiệp vụ.
Nghiên cứu & Tích hợp Tài chính: Phân tích cơ chế giao tiếp, cấu trúc API của các tổ chức tài chính/ngân hàng.
Xây dựng công cụ chuyên biệt: Viết Script/Tool tự động hóa tương tác với Mobile/Web Banking (đảm bảo các tiêu chuẩn bảo mật và ủy quyền dữ liệu).
Chuẩn hóa dữ liệu: Phối hợp cùng đội ngũ Backend để thiết kế API chuẩn hóa dữ liệu từ nhiều nguồn ngân hàng khác nhau.
Quản trị hệ thống: Tích hợp các nền tảng CRM, ERP; tối ưu hiệu năng, bảo trì và nâng cấp hệ thống định kỳ."
